source_unit,ucum,basis
kg/m^2,kg/m2,UCUM case-sensitive code: kilogram per square metre (body mass index)
kg/m²,kg/m2,UCUM case-sensitive code: kilogram per square metre (body mass index)
kg/sq m,kg/m2,UCUM case-sensitive code: kilogram per square metre (body mass index)
kg/sqm,kg/m2,UCUM case-sensitive code: kilogram per square metre (body mass index)
kg per m2,kg/m2,UCUM case-sensitive code: kilogram per square metre (body mass index)
m2,m2,UCUM case-sensitive code: square metre (body surface area)
m^2,m2,UCUM case-sensitive code: square metre (body surface area)
m²,m2,UCUM case-sensitive code: square metre (body surface area)
sq m,m2,UCUM case-sensitive code: square metre (body surface area)
sqm,m2,UCUM case-sensitive code: square metre (body surface area)
square meter,m2,UCUM case-sensitive code: square metre (body surface area)
square metre,m2,UCUM case-sensitive code: square metre (body surface area)
cm2,cm2,UCUM case-sensitive code: square centimetre
cm^2,cm2,UCUM case-sensitive code: square centimetre
cm²,cm2,UCUM case-sensitive code: square centimetre
sq cm,cm2,UCUM case-sensitive code: square centimetre
mm2,mm2,UCUM case-sensitive code: square millimetre
mm^2,mm2,UCUM case-sensitive code: square millimetre
mm²,mm2,UCUM case-sensitive code: square millimetre
sq mm,mm2,UCUM case-sensitive code: square millimetre
kcal,kcal,UCUM case-sensitive code: kilocalorie
kilocalorie,kcal,UCUM case-sensitive code: kilocalorie
kilocalories,kcal,UCUM case-sensitive code: kilocalorie
Cal,kcal,UCUM case-sensitive code: kilocalorie
calories,kcal,UCUM case-sensitive code: kilocalorie
kcal/day,kcal/d,UCUM case-sensitive code: kilocalorie per day
kcal/d,kcal/d,UCUM case-sensitive code: kilocalorie per day
kcal/24h,kcal/d,UCUM case-sensitive code: kilocalorie per day
calories/day,kcal/d,UCUM case-sensitive code: kilocalorie per day
kcal/kg,kcal/kg,UCUM case-sensitive code: kilocalorie per kilogram
kcal/kg/day,kcal/kg/d,UCUM case-sensitive code: kilocalorie per kilogram per day
kcal/kg/d,kcal/kg/d,UCUM case-sensitive code: kilocalorie per kilogram per day
kcal/h,kcal/h,UCUM case-sensitive code: kilocalorie per hour
kcal/hr,kcal/h,UCUM case-sensitive code: kilocalorie per hour
kJ,kJ,UCUM case-sensitive code: kilojoule
kilojoule,kJ,UCUM case-sensitive code: kilojoule
kilojoules,kJ,UCUM case-sensitive code: kilojoule
J,J,UCUM case-sensitive code: joule
joule,J,UCUM case-sensitive code: joule
joules,J,UCUM case-sensitive code: joule
mOsm/kg,mosm/kg,UCUM case-sensitive code: milliosmole per kilogram
mosmol/kg,mosm/kg,UCUM case-sensitive code: milliosmole per kilogram
mOsm/kg H2O,mosm/kg,UCUM case-sensitive code: milliosmole per kilogram
milliosmoles/kg,mosm/kg,UCUM case-sensitive code: milliosmole per kilogram
mOs/kg,mosm/kg,UCUM case-sensitive code: milliosmole per kilogram
mOsm/L,mosm/L,UCUM case-sensitive code: milliosmole per litre
mosmol/L,mosm/L,UCUM case-sensitive code: milliosmole per litre
milliosmoles/L,mosm/L,UCUM case-sensitive code: milliosmole per litre
mOsm,mosm,UCUM case-sensitive code: milliosmole
mosmol,mosm,UCUM case-sensitive code: milliosmole
milliosmole,mosm,UCUM case-sensitive code: milliosmole
Hz,Hz,UCUM case-sensitive code: hertz
hertz,Hz,UCUM case-sensitive code: hertz
dB,dB,UCUM case-sensitive code: decibel
decibel,dB,UCUM case-sensitive code: decibel
decibels,dB,UCUM case-sensitive code: decibel
V,V,UCUM case-sensitive code: volt
volt,V,UCUM case-sensitive code: volt
volts,V,UCUM case-sensitive code: volt
mV,mV,UCUM case-sensitive code: millivolt (ECG amplitude)
millivolt,mV,UCUM case-sensitive code: millivolt (ECG amplitude)
millivolts,mV,UCUM case-sensitive code: millivolt (ECG amplitude)
uV,uV,UCUM case-sensitive code: microvolt
µV,uV,UCUM case-sensitive code: microvolt
μV,uV,UCUM case-sensitive code: microvolt
microvolt,uV,UCUM case-sensitive code: microvolt
microvolts,uV,UCUM case-sensitive code: microvolt
ohm,Ohm,UCUM case-sensitive code: ohm
ohms,Ohm,UCUM case-sensitive code: ohm
Ω,Ohm,UCUM case-sensitive code: ohm
W,W,UCUM case-sensitive code: watt
watt,W,UCUM case-sensitive code: watt
watts,W,UCUM case-sensitive code: watt
deg,deg,UCUM case-sensitive code: degree of arc (ECG axis)
degrees,deg,UCUM case-sensitive code: degree of arc (ECG axis)
degree,deg,UCUM case-sensitive code: degree of arc (ECG axis)
°,deg,UCUM case-sensitive code: degree of arc (ECG axis)
Gy,Gy,UCUM case-sensitive code: gray
gray,Gy,UCUM case-sensitive code: gray
mGy,mGy,UCUM case-sensitive code: milligray
milligray,mGy,UCUM case-sensitive code: milligray
mGy.cm,mGy.cm,UCUM case-sensitive code: milligray centimetre (CT dose-length product)
mGy*cm,mGy.cm,UCUM case-sensitive code: milligray centimetre (CT dose-length product)
mGy-cm,mGy.cm,UCUM case-sensitive code: milligray centimetre (CT dose-length product)
mGycm,mGy.cm,UCUM case-sensitive code: milligray centimetre (CT dose-length product)
mSv,mSv,UCUM case-sensitive code: millisievert
millisievert,mSv,UCUM case-sensitive code: millisievert
dose,{dose},UCUM case-sensitive code annotation: a dose
doses,{dose},UCUM case-sensitive code annotation: a dose
tablet,{tbl},"UCUM case-sensitive code annotation: tablet, as the OMOP UCUM vocabulary spells it"
tablets,{tbl},"UCUM case-sensitive code annotation: tablet, as the OMOP UCUM vocabulary spells it"
tab,{tbl},"UCUM case-sensitive code annotation: tablet, as the OMOP UCUM vocabulary spells it"
tabs,{tbl},"UCUM case-sensitive code annotation: tablet, as the OMOP UCUM vocabulary spells it"
tbl,{tbl},"UCUM case-sensitive code annotation: tablet, as the OMOP UCUM vocabulary spells it"
capsule,{capsule},UCUM case-sensitive code annotation: capsule
capsules,{capsule},UCUM case-sensitive code annotation: capsule
cap,{capsule},UCUM case-sensitive code annotation: capsule
caps,{capsule},UCUM case-sensitive code annotation: capsule
puff,{puff},UCUM case-sensitive code annotation: puff (inhaler)
puffs,{puff},UCUM case-sensitive code annotation: puff (inhaler)
spray,{spray},UCUM case-sensitive code annotation: spray
sprays,{spray},UCUM case-sensitive code annotation: spray
drop,[drp],UCUM case-sensitive code: drop
drops,[drp],UCUM case-sensitive code: drop
gtt,[drp],UCUM case-sensitive code: drop
gtts,[drp],UCUM case-sensitive code: drop
[drp],[drp],UCUM case-sensitive code: drop
patch,{patch},UCUM case-sensitive code annotation: transdermal patch
patches,{patch},UCUM case-sensitive code annotation: transdermal patch
each,{each},UCUM case-sensitive code annotation: each
ea,{each},UCUM case-sensitive code annotation: each
application,[App],"UCUM case-sensitive code annotation: application; reconciled 2026-09-14 with reference/units/ctpe.csv: this is the spelling OMOP's UCUM vocabulary carries a concept for, and a unit that resolves to no concept normalizes to nothing downstream"
applications,{application},UCUM case-sensitive code annotation: application
appl,{application},UCUM case-sensitive code annotation: application
applic,{application},UCUM case-sensitive code annotation: application
vial,{vial},UCUM case-sensitive code annotation: vial
vials,{vial},UCUM case-sensitive code annotation: vial
ampule,{ampule},UCUM case-sensitive code annotation: ampule
ampules,{ampule},UCUM case-sensitive code annotation: ampule
ampoule,{ampule},UCUM case-sensitive code annotation: ampule
ampoules,{ampule},UCUM case-sensitive code annotation: ampule
amp,{ampule},UCUM case-sensitive code annotation: ampule
amps,{ampule},UCUM case-sensitive code annotation: ampule
bag,{bag},UCUM case-sensitive code annotation: bag
bags,{bag},UCUM case-sensitive code annotation: bag
bottle,{bottle},UCUM case-sensitive code annotation: bottle
bottles,{bottle},UCUM case-sensitive code annotation: bottle
packet,{packet},UCUM case-sensitive code annotation: packet
packets,{packet},UCUM case-sensitive code annotation: packet
pkt,{packet},UCUM case-sensitive code annotation: packet
pkts,{packet},UCUM case-sensitive code annotation: packet
suppository,{suppository},UCUM case-sensitive code annotation: suppository
suppositories,{suppository},UCUM case-sensitive code annotation: suppository
supp,{suppository},UCUM case-sensitive code annotation: suppository
lozenge,{lozenge},UCUM case-sensitive code annotation: lozenge
lozenges,{lozenge},UCUM case-sensitive code annotation: lozenge
troche,{lozenge},UCUM case-sensitive code annotation: lozenge
troches,{lozenge},UCUM case-sensitive code annotation: lozenge
inhalation,{inhalation},UCUM case-sensitive code annotation: inhalation
inhalations,{inhalation},UCUM case-sensitive code annotation: inhalation
inh,{inhalation},UCUM case-sensitive code annotation: inhalation
actuation,{actuat},"UCUM case-sensitive code annotation: actuation, as the OMOP UCUM vocabulary spells it"
actuations,{actuat},"UCUM case-sensitive code annotation: actuation, as the OMOP UCUM vocabulary spells it"
act,{actuat},"UCUM case-sensitive code annotation: actuation, as the OMOP UCUM vocabulary spells it"
actuat,{actuat},"UCUM case-sensitive code annotation: actuation, as the OMOP UCUM vocabulary spells it"
syringe,{syringe},UCUM case-sensitive code annotation: syringe
syringes,{syringe},UCUM case-sensitive code annotation: syringe
pen,{pen},UCUM case-sensitive code annotation: pen
pens,{pen},UCUM case-sensitive code annotation: pen
enema,{enema},UCUM case-sensitive code annotation: enema
enemas,{enema},UCUM case-sensitive code annotation: enema
kit,{kit},UCUM case-sensitive code annotation: kit
kits,{kit},UCUM case-sensitive code annotation: kit
strip,{strip},UCUM case-sensitive code annotation: test strip
strips,{strip},UCUM case-sensitive code annotation: test strip
scoop,{scoop},UCUM case-sensitive code annotation: scoop
scoops,{scoop},UCUM case-sensitive code annotation: scoop
sachet,{sachet},UCUM case-sensitive code annotation: sachet
sachets,{sachet},UCUM case-sensitive code annotation: sachet
tube,{tube},UCUM case-sensitive code annotation: tube
tubes,{tube},UCUM case-sensitive code annotation: tube
implant,{implant},UCUM case-sensitive code annotation: implant
implants,{implant},UCUM case-sensitive code annotation: implant
insert,{insert},UCUM case-sensitive code annotation: insert
inserts,{insert},UCUM case-sensitive code annotation: insert
film,{film},UCUM case-sensitive code annotation: film
films,{film},UCUM case-sensitive code annotation: film
gum,{gum},UCUM case-sensitive code annotation: gum
gums,{gum},UCUM case-sensitive code annotation: gum
piece,{piece},UCUM case-sensitive code annotation: piece
pieces,{piece},UCUM case-sensitive code annotation: piece
wafer,{wafer},UCUM case-sensitive code annotation: wafer
wafers,{wafer},UCUM case-sensitive code annotation: wafer
device,{device},UCUM case-sensitive code annotation: device
devices,{device},UCUM case-sensitive code annotation: device
cartridge,{cartridge},UCUM case-sensitive code annotation: cartridge
cartridges,{cartridge},UCUM case-sensitive code annotation: cartridge
container,{container},UCUM case-sensitive code annotation: container
containers,{container},UCUM case-sensitive code annotation: container
can,{can},UCUM case-sensitive code annotation: can
cans,{can},UCUM case-sensitive code annotation: can
pack,{pack},UCUM case-sensitive code annotation: pack
packs,{pack},UCUM case-sensitive code annotation: pack
blister,{blister},UCUM case-sensitive code annotation: blister
blisters,{blister},UCUM case-sensitive code annotation: blister
unit dose,{unit_dose},UCUM case-sensitive code annotation: unit dose
unit doses,{unit_dose},UCUM case-sensitive code annotation: unit dose
UD,{unit_dose},UCUM case-sensitive code annotation: unit dose
tsp,[tsp_us],UCUM case-sensitive code: US teaspoon
teaspoon,[tsp_us],UCUM case-sensitive code: US teaspoon
teaspoons,[tsp_us],UCUM case-sensitive code: US teaspoon
tsps,[tsp_us],UCUM case-sensitive code: US teaspoon
tbsp,[tbs_us],UCUM case-sensitive code: US tablespoon
tbs,[tbs_us],UCUM case-sensitive code: US tablespoon
tablespoon,[tbs_us],UCUM case-sensitive code: US tablespoon
tablespoons,[tbs_us],UCUM case-sensitive code: US tablespoon
fl oz,[foz_us],UCUM case-sensitive code: US fluid ounce
fl. oz.,[foz_us],UCUM case-sensitive code: US fluid ounce
fluid ounce,[foz_us],UCUM case-sensitive code: US fluid ounce
fluid ounces,[foz_us],UCUM case-sensitive code: US fluid ounce
floz,[foz_us],UCUM case-sensitive code: US fluid ounce
cup,[cup_us],UCUM case-sensitive code: US cup
cups,[cup_us],UCUM case-sensitive code: US cup
pint,[pt_us],UCUM case-sensitive code: US pint
pints,[pt_us],UCUM case-sensitive code: US pint
pt,[pt_us],UCUM case-sensitive code: US pint
quart,[qt_us],UCUM case-sensitive code: US quart
quarts,[qt_us],UCUM case-sensitive code: US quart
qt,[qt_us],UCUM case-sensitive code: US quart
gallon,[gal_us],UCUM case-sensitive code: US gallon
gallons,[gal_us],UCUM case-sensitive code: US gallon
gal,[gal_us],UCUM case-sensitive code: US gallon
